uniprot_id	nac_fraction_holo	nac_holo_idxs	n_confident_models	prmsd_mean	prmsd_std	nac_fraction_apo	nac_apo_idxs
A0A1G6K7R0	0.5142857142857142	2;9;10;13;14;16;17;18;19;22;24;25;28;29;30;31;33;34	35	2.8175150036811827	1.1057296354022823	0.95	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;65;66;67;68;69;70;71;72;73;74;75;77;78;79;80;81;82;83;84;85;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A1J0VT15	0.3	4;5;8;17;19;20;23;26;27;30;31;34;40;46;48	50	2.460158096551895	1.210125185907819	0.8	1;2;3;4;7;8;10;11;12;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;32;33;35;36;37;38;39;41;42;44;45;46;48;49;50;51;52;53;54;55;56;58;59;60;61;62;64;65;66;67;68;69;71;72;74;75;76;77;78;79;81;82;83;84;86;87;88;90;91;92;93;94;95;97;98;99
A0A1R3Y1N0	0.3269230769230769	1;2;3;4;9;11;12;13;18;20;21;30;31;32;34;46;48	52	2.422352102994919	1.4191325234505896	0.87	1;2;3;4;5;6;7;8;9;10;12;13;14;16;17;18;19;20;21;22;24;25;26;27;28;29;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;48;49;50;53;54;55;56;57;59;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;78;79;80;81;82;83;84;85;86;87;88;89;91;94;95;96;97;98;99;100
A0A1S1LFP5	0.3142857142857143	19;22;23;25;26;27;29;31;32;34;35	35	2.704260662794113	1.1125466640919215	0.84	1;2;3;4;5;6;7;8;9;11;12;13;14;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;37;38;39;40;41;42;44;45;46;47;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;65;66;69;71;72;73;74;75;76;77;78;79;81;82;84;85;86;87;88;89;90;92;95;97;98;99;100
A0A1S1LZ61	0.2978723404255319	1;7;11;14;23;26;30;32;36;40;41;42;45;46	47	2.4603577423095704	1.133467151446018	0.76	1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;21;22;23;24;25;26;28;29;30;31;32;33;34;36;39;42;43;44;45;46;47;48;49;50;51;53;54;55;56;59;60;61;62;63;65;66;68;70;72;73;74;75;76;77;79;80;81;82;83;87;88;89;90;93;94;97;98;99;100
A0A1V3WG34	0.4	1;2;6;7;8;10;13;16;19;20;23;25;30;34;35;36;42;45	45	2.5354464900493623	1.1664261772608613	0.78	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;25;26;28;29;30;31;34;36;37;38;39;40;41;44;45;46;48;51;52;53;54;55;56;57;58;60;61;63;64;66;68;69;70;71;72;73;74;75;77;78;79;82;83;84;85;86;88;89;90;92;93;94;95;97;99;100
A0A1W9YPH5	0.3620689655172414	4;7;8;12;13;14;18;22;23;24;25;28;29;34;36;46;52;53;54;55;57	58	2.2626257479190826	1.3613241174657598	0.83	1;2;3;5;6;7;8;9;10;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32;34;38;39;40;41;44;45;46;47;48;49;50;51;52;53;54;55;56;58;59;60;61;62;63;64;65;67;69;70;71;72;73;74;75;76;77;78;79;80;81;83;84;85;86;87;88;89;90;91;92;93;94;95;97;98;99;100
A0A1X0AYB7	0.47619047619047616	1;2;4;5;10;11;12;20;21;22;23;25;26;28;29;31;34;40;41;42	42	2.595377004146576	1.1734139167903344	0.67	1;2;3;4;5;6;7;9;10;11;14;15;17;18;19;24;25;26;27;29;32;33;38;39;40;41;42;44;45;46;48;51;52;57;58;59;61;62;63;65;66;67;68;69;70;72;74;75;76;77;78;79;80;82;83;84;86;88;89;91;92;93;94;95;97;98;100
A0A1X1U567	0.43243243243243246	1;3;9;10;11;14;18;19;22;23;24;26;27;34;35;37	37	2.746897119283676	1.0574033004309484	0.65	1;3;4;5;6;7;8;9;10;11;13;14;15;18;19;20;22;23;24;25;26;27;29;30;31;33;34;36;38;41;43;48;49;50;51;54;55;57;58;60;61;62;63;64;65;66;67;69;71;73;75;76;77;78;85;88;89;90;91;92;93;94;95;96;97
A0A1X1WD57	0.30357142857142855	4;7;8;9;14;18;20;24;25;30;36;38;43;51;52;54;55	56	2.2191722738742827	1.200415865613348	0.76	1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22;23;24;27;29;30;31;32;34;35;36;37;38;40;41;42;43;45;46;47;48;49;50;51;53;55;57;59;61;62;63;64;65;66;67;68;69;70;71;73;74;75;77;78;79;80;83;84;86;87;88;89;90;96;98;100
A0A1X1ZAJ3	0.38095238095238093	2;5;7;9;18;20;22;23;25;28;29;30;31;34;38;39	42	2.627076950073242	1.1320306429745914	0.97	1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;94;95;96;97;98;99;100
A0A1X2L0G7	0.358974358974359	5;6;11;12;14;15;16;17;19;21;29;33;37;39	39	2.6438258373737336	1.0337134254994609	0.61	1;2;3;4;7;8;9;10;11;14;15;16;17;19;20;21;23;24;28;29;34;35;36;37;38;40;41;43;45;46;47;49;51;52;53;57;59;60;62;63;64;65;67;69;70;72;73;75;76;77;78;81;83;84;86;87;90;92;93;99;100
A0A1Y2NRV5	0.28205128205128205	3;4;12;14;16;17;18;29;30;31;35	39	2.736340936422348	1.1426327788238528	0.9	1;2;3;4;5;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;64;65;66;68;69;70;71;72;73;74;75;77;78;79;80;81;83;84;86;87;88;89;90;91;93;94;95;96;97;98;99;100
A0A286MPQ6	0.3333333333333333	1;2;3;7;10;15;17;20;23;24;26;38;39;41;42	45	2.6733307778835296	1.2460573340316456	0.64	2;3;4;5;7;8;10;11;12;13;14;15;17;18;20;22;24;25;26;27;29;30;31;32;36;37;38;39;41;43;44;45;46;48;50;51;52;55;58;60;62;63;64;65;67;68;69;71;72;75;77;80;82;84;87;88;89;90;91;93;96;97;98;99
A0A2A3LDA8	0.30952380952380953	2;4;12;13;14;15;19;20;22;26;27;38;42	42	2.6016232150793077	1.1270619386587184	0.58	2;4;5;6;7;8;9;10;12;13;14;15;16;19;22;24;25;26;28;32;33;35;36;37;40;43;45;47;48;50;51;52;54;56;58;59;64;65;73;74;75;79;80;82;83;86;87;89;90;92;93;94;95;96;97;98;99;100
A0A370HAX8	0.35	1;3;9;10;13;14;17;19;25;29;30;32;34;36;42;45;48;52;55;57;59	60	2.0116625452041625	1.1909671219682627	0.49	1;2;4;6;8;9;11;12;13;15;16;19;20;22;23;30;31;33;35;40;44;47;50;51;52;53;56;61;63;65;69;70;72;76;78;80;81;83;84;87;89;90;91;92;93;95;97;98;99
A0A370I008	0.3050847457627119	2;3;5;9;10;11;12;16;20;25;31;37;46;48;49;50;55;58	59	2.15109676361084	1.1954739391311457	0.84	2;3;5;6;7;8;9;10;11;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;31;32;33;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;54;55;57;58;60;61;62;64;65;68;69;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;88;89;90;91;92;93;94;97;99;100
A0A375YKM9	0.2727272727272727	1;2;4;11;12;15;16;19;20;21;22;23;24;46;54	55	2.222484631538391	1.2746437783164646	0.59	1;2;3;4;5;6;8;11;13;14;15;17;18;19;21;23;24;26;27;28;29;30;31;32;35;36;40;41;42;44;46;48;49;51;54;55;58;59;60;61;62;63;64;65;67;68;72;74;75;77;78;79;83;84;86;89;90;95;100
A0A3S4RS92	0.3137254901960784	4;6;9;10;11;12;13;17;23;25;27;30;36;37;46;48	51	2.5546915686130522	1.200848066049497	0.72	2;3;4;5;6;7;8;9;12;13;14;15;16;17;18;21;22;23;24;25;26;28;29;30;32;33;34;35;36;37;38;40;41;43;44;45;46;47;48;50;51;53;54;55;58;59;61;62;63;64;65;66;68;70;72;73;74;75;77;78;80;81;82;83;85;87;89;90;91;97;98;99
A0A401YST3	0.32653061224489793	6;7;11;13;15;16;17;18;25;33;34;35;38;39;43;47	49	2.4367412376403808	0.9749402434572656	0.83	1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;18;19;20;21;22;24;25;26;27;28;29;30;31;32;33;34;36;37;38;39;40;41;42;43;46;47;48;49;50;51;52;53;54;55;56;59;60;61;62;63;64;66;67;69;70;71;72;73;77;78;79;80;81;83;84;85;88;89;90;91;92;93;94;95;96;97;98;100
A0A426SF14	0.3142857142857143	11;12;13;20;21;23;28;29;32;33;34	35	2.8573362052440645	1.0510073825814867	0.68	2;3;5;6;7;10;11;12;13;14;15;16;17;18;22;23;24;25;27;28;29;30;31;32;36;37;38;39;40;41;45;46;47;50;51;52;53;54;55;59;60;62;63;66;67;68;71;72;74;75;78;79;80;81;82;84;85;86;89;90;91;92;93;94;95;96;97;98
A0A4R1FSR2	0.26785714285714285	1;3;5;10;13;14;15;29;31;33;36;41;50;51;55	56	2.4255705922842026	1.4745119971411453	0.63	1;2;7;8;10;11;13;14;15;17;18;19;21;22;24;25;26;27;28;30;31;33;34;35;37;39;40;41;42;45;50;51;52;54;55;56;57;58;60;61;63;64;65;66;68;72;73;76;77;79;80;81;82;84;85;87;89;90;91;92;94;96;97
A0A4Z0HRY8	0.36585365853658536	4;9;11;13;17;18;26;27;33;34;35;36;37;39;41	41	2.5971113562583925	1.1504202722860657	0.99	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
A0A5N0EJT8	0.3333333333333333	3;6;8;10;15;17;18;19;23;25;30;33;37;40;42;53;55;57;58;59	60	2.2102862977981568	1.276939722248947	0.87	1;2;4;5;8;9;10;11;12;13;14;15;18;19;20;21;22;23;24;25;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;46;48;49;50;51;52;53;54;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;75;76;77;78;79;80;81;82;83;84;85;87;88;89;91;92;93;94;95;97;98;99;100
A0A6G3SLA6	0.4090909090909091	1;10;16;17;18;22;24;26;27;28;29;30;33;35;38;40;41;43	44	2.408066945075989	1.049077611754926	0.76	1;2;3;4;6;7;8;9;11;13;16;17;18;19;20;21;22;24;25;26;27;29;31;33;34;35;36;37;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;56;59;61;62;63;64;65;66;67;68;69;75;76;77;78;80;81;82;83;84;85;86;88;89;90;91;94;95;97;98;99;100
A0A6G4AHJ1	0.42424242424242425	7;9;10;11;13;14;16;18;22;23;26;27;28;31	33	2.6453539884090422	0.9594194971358926	0.54	1;2;5;11;12;13;14;15;16;17;19;21;23;24;26;28;30;32;33;35;36;40;41;44;46;47;49;51;54;56;57;60;62;65;67;69;71;75;77;78;79;81;82;84;86;87;89;90;91;93;96;97;98;100
A0A6G9XT36	0.3137254901960784	3;9;10;12;15;20;31;34;41;43;46;47;48;49;50;51	51	2.4612669211626055	1.4316281050941868	0.85	1;2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;43;44;45;46;47;48;49;51;52;53;56;57;58;59;60;61;62;63;64;65;66;67;69;70;71;72;73;74;75;76;77;78;79;80;82;83;84;85;86;88;89;90;92;93;96;97;98;100
A0A7I7LJC3	0.4107142857142857	2;3;4;8;9;10;12;15;16;19;23;25;26;29;30;32;34;36;38;41;43;48;52	56	2.2367021757364274	1.2357145156153004	0.5	3;5;7;8;9;10;11;12;15;16;19;21;23;24;25;28;30;32;35;36;37;40;41;42;43;44;45;47;52;53;54;56;59;64;65;66;68;69;72;75;79;80;85;86;87;89;90;95;98;100
A0A7I7PIE9	0.34285714285714286	7;8;13;14;18;19;23;25;26;28;32;35	35	2.561260219812393	0.8860407013963181	0.94	1;2;3;4;5;6;7;8;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;59;60;61;62;63;64;65;66;67;68;69;71;72;73;74;75;76;78;79;80;81;82;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A7I7Q331	0.3829787234042553	1;2;6;7;9;10;12;15;17;24;25;26;27;28;31;32;34;38	47	2.4543718445301055	1.2242978745845416	0.85	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;30;31;32;33;34;36;38;39;41;43;45;46;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;74;75;76;77;78;81;82;83;84;85;86;87;88;90;91;92;94;95;96;99;100
A0A7I7UBW3	0.40384615384615385	1;2;3;11;12;14;16;17;19;21;23;28;36;39;40;43;44;47;48;49;51	52	2.457346587181091	1.196423051334678	0.68	1;3;5;6;7;8;9;12;13;14;15;16;17;19;20;21;22;23;24;27;28;29;30;31;34;35;36;38;39;41;42;43;45;46;47;48;49;50;51;54;55;56;57;59;60;61;62;63;69;71;73;75;76;77;78;79;80;81;85;87;88;90;91;94;96;97;99;100
A0A7I7X9S2	0.3389830508474576	3;5;9;11;16;18;21;24;28;31;32;34;39;41;44;45;46;53;54;58	59	2.1488138216733934	1.2675922281724874	0.75	1;2;3;4;5;6;7;10;11;12;13;14;15;16;18;19;20;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;47;48;50;51;52;54;57;59;60;61;62;63;65;66;68;69;70;71;73;75;76;77;78;79;82;85;86;87;88;89;90;91;93;98;99;100
A0A7K3LE40	0.5	5;10;12;13;15;16;17;19;21;23;27;29;30;32;35;39;40;41;42;43;44;45;46;47;49	50	2.5675929975509644	1.2172722582567852	0.85	1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;24;26;27;28;29;30;32;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;55;56;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;82;83;84;85;86;87;88;89;92;93;94;95;96;97;98;99;100
A0A7V8RXZ3	0.3	1;5;21;22;23;25;26;27;30;31;38;40	40	2.754645006656647	1.214758392998849	0.78	1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;18;19;20;21;23;24;26;27;28;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;51;52;53;54;55;56;57;58;60;61;64;66;69;70;71;72;73;74;75;76;77;78;80;81;82;84;85;86;87;88;90;91;96;99;100
A0A7X5TUU1	0.32075471698113206	2;4;7;9;11;12;14;16;17;18;21;31;33;38;42;48;50	53	2.3189698606729507	1.222872534702311	0.74	1;2;3;4;6;7;8;9;11;12;13;14;15;17;18;19;20;21;22;24;25;26;27;28;29;30;32;33;34;36;37;39;41;42;45;47;48;49;51;53;54;55;56;58;60;61;62;63;64;65;66;68;69;70;71;72;76;77;79;80;82;83;84;85;86;89;90;91;92;93;94;95;97;98
A0A7Z0IKF1	0.34375	4;5;8;9;11;15;16;17;28;31;32	32	2.8071575069427492	1.128696448968104	0.73	2;3;4;6;7;8;9;10;11;14;15;16;20;21;22;23;24;25;26;27;28;30;31;32;35;36;37;38;39;41;42;43;45;46;48;51;52;53;54;56;57;58;60;61;62;63;64;65;66;67;68;71;73;74;75;76;77;78;79;82;83;84;86;88;89;92;93;94;95;96;97;98;99
A0A829Q1V2	0.4722222222222222	4;5;8;9;10;11;14;15;18;22;23;25;28;30;34;35;36	36	2.7701921486854553	1.1313499326969603	0.85	1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;22;23;24;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;49;50;51;52;53;54;56;57;58;59;61;62;64;65;67;68;70;72;73;75;78;79;80;81;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A846XPH2	0.41304347826086957	4;6;8;10;12;13;17;18;22;24;26;30;31;36;40;42;43;44;46	46	2.4529436522722246	1.1839333851001006	0.65	1;2;4;6;7;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;28;31;32;34;35;38;40;42;44;50;51;52;53;55;58;59;60;61;62;63;65;66;67;68;70;71;75;76;78;79;82;84;85;86;87;89;91;93;94;95;96;99;100
A0A934NT38	0.36	3;7;9;10;14;19;20;21;26;27;31;36;41;42;44;45;46;47	50	2.396317763328552	1.0230686649976177	0.91	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;50;52;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;84;86;87;88;89;91;92;93;95;96;98;99;100
A0A9Q7SE40	0.4	2;6;8;13;14;17;19;22;24;25;26;27	30	2.823460373878479	1.09846703791962	0.7	1;2;3;6;8;9;10;11;12;15;16;17;19;20;21;22;23;24;25;28;29;31;32;33;35;36;37;39;40;41;42;43;44;47;48;49;50;52;54;55;57;58;59;62;63;64;65;66;68;70;72;73;74;75;77;78;80;81;83;84;86;88;89;91;92;95;97;98;99;100
A0A9X7ILG2	0.29411764705882354	6;14;18;21;22;23;25;28;30;34	34	2.7711131989955904	1.082657294139276	0.89	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;24;25;26;27;28;29;30;32;33;34;35;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;56;57;58;59;60;61;62;63;64;66;67;68;70;71;73;74;75;76;77;78;79;80;81;82;83;85;86;87;88;91;92;93;94;95;96;97;98;99;100
A0AA37PJ36	0.47058823529411764	5;7;8;9;11;16;17;19;20;22;24;26;27;28;31;33	34	3.040762938261032	1.3951833132281526	0.72	1;2;3;4;5;7;9;10;11;12;13;14;16;17;18;19;20;21;22;24;25;27;28;32;33;34;35;36;38;39;40;41;42;44;45;48;49;50;51;52;53;54;55;56;58;59;60;61;62;63;66;67;68;69;73;74;76;77;78;81;82;83;84;85;86;87;89;92;93;95;96;98
A0AA37PRM7	0.34210526315789475	1;5;10;11;15;18;22;24;26;28;31;32;36	38	2.7540828025341035	1.1159738199085165	0.8	2;3;4;5;7;8;9;10;11;12;13;16;17;18;20;21;22;23;24;25;26;27;28;30;31;32;33;34;36;37;38;39;41;42;43;44;45;46;48;49;50;51;52;53;54;55;56;57;60;62;63;64;65;66;67;68;69;70;71;72;74;76;77;78;79;80;83;84;85;90;91;92;93;94;95;96;97;98;99;100
A0AA91M3B5	0.35185185185185186	3;5;6;8;11;14;19;24;27;30;31;37;38;39;41;44;46;49;54	54	2.2441453057527543	1.2225710949952948	0.85	1;2;3;4;5;6;7;8;10;11;13;14;15;16;17;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;36;37;38;39;40;43;44;46;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;65;66;67;68;69;70;72;73;74;75;76;77;78;80;81;82;83;84;85;86;87;88;89;90;92;95;96;97;98;99;100
A0AAD1I0L4	0.5277777777777778	1;6;8;9;11;12;16;19;20;21;22;23;24;26;27;28;29;33;34	36	2.7661615765094756	1.2194226419825698	0.5	1;2;4;7;8;9;10;14;15;16;17;20;21;24;26;28;29;30;32;34;35;40;43;44;49;50;51;52;53;54;56;57;58;62;69;71;73;74;75;77;78;81;82;83;86;89;94;95;96;97
A0AAD1I1H5	0.30434782608695654	1;2;3;7;8;9;21;24;26;28;30;33;38;40	46	2.7022653234004976	1.348600535548907	0.96	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;64;65;66;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;89;90;91;92;93;94;95;96;97;98;99;100
A0AAI8U017	0.45454545454545453	1;2;4;5;7;8;10;11;12;15;17;20;29;30;31	33	2.841422310471535	1.2800915177585077	0.8	1;2;3;4;5;6;7;9;10;11;12;13;15;16;17;18;19;20;21;22;23;27;28;29;30;32;34;35;36;38;39;40;41;42;43;44;46;48;49;51;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;75;76;78;79;82;83;84;85;86;87;90;91;92;93;94;95;96;98;99;100
A0AAJ3NLH7	0.4411764705882353	4;11;12;15;16;17;19;21;23;28;29;30;31;32;34	34	2.6323483538627626	1.0035402981652568	0.91	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;40;41;42;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;70;71;73;74;75;76;78;79;81;82;83;85;86;87;89;90;91;92;93;94;96;97;98;99;100
