uniprot_id,apo_entropy_norm_mean,apo_entropy_norm_std,apo_dom_occ_mean,apo_dom_occ_std,apo_fraction_locked,apo_prmsd_mean,apo_prmsd_std,holo1_entropy_norm_mean,holo1_entropy_norm_std,holo1_dom_occ_mean,holo1_dom_occ_std,holo1_fraction_locked,holo1_prmsd_mean,holo1_prmsd_std,holo2_entropy_norm_mean,holo2_entropy_norm_std,holo2_dom_occ_mean,holo2_dom_occ_std,holo2_fraction_locked,holo2_prmsd_mean,holo2_prmsd_std
A0AAD1HCQ5,0.11772156624412329,0.12392872421362425,0.9016666666666667,0.1617525545049873,0.8333333333333334,0.9920392882823944,0.020851146524126618,0.25378841662766294,0.19280559960746527,0.7811111111111111,0.1907263568830395,0.6111111111111112,3.6104617857933046,1.487348017640562,0.2048922718587145,0.19095899471942093,0.8270588235294117,0.17715943985017474,0.7058823529411765,3.351689293384552,1.8157608538338974
A0A9X7JMG6,0.11918715932085923,0.14089035782729317,0.9018181818181819,0.15665933984391284,0.8181818181818182,0.9020529949665069,0.03640595811234862,0.17770542487872149,0.14463104626994197,0.8589999999999998,0.16352064089893972,0.8,2.5010933113098144,0.7585389954086601,0.17120116899273657,0.15347454134222058,0.844,0.178018725606793,0.8,3.198535723686218,1.9116489185447452
A0A7I7QP46,0.12043595667469369,0.147392590175617,0.8876923076923077,0.166878760512113,0.8461538461538461,0.9379363858699798,0.04063727552997394,0.20757978104030936,0.19563991214377038,0.7778947368421053,0.23132521985447288,0.631578947368421,2.91907719373703,1.4907548402982667,0.20855299320247916,0.14855607557512768,0.7941176470588235,0.19106693694740506,0.6470588235294118,3.8117166900634767,1.986974420363243
A0A1W9ZN90,0.12065244061756286,0.15850736769736432,0.8733333333333332,0.18463176565501638,0.75,0.8909570682048797,0.031352074490019075,0.2006047067941014,0.1461586022018254,0.7894117647058825,0.1929483499383828,0.5882352941176471,3.465535662174225,1.626723877255816,0.197154811724264,0.16608204208353283,0.7866666666666667,0.21374959389175194,0.6666666666666666,4.8479647564888,1.8399273900859114
A0A1X0I595,0.12092681819363063,0.13220556256041863,0.8969230769230769,0.13963604424385204,0.8461538461538461,0.9026793825626374,0.027757761483204368,0.14379388451845018,0.1668376338339887,0.8421052631578947,0.20124818266242986,0.6842105263157895,3.1971089673042297,1.484734728734365,0.21530185092339474,0.15663589826095115,0.7866666666666667,0.21374959389175194,0.6666666666666666,4.9522710299491886,1.8928990230509337
A0A1X0FZ49,0.12315435546279253,0.13500716876788885,0.8733333333333334,0.1746106780494506,0.8333333333333334,0.8966444277763367,0.021598373402487086,0.21534885831359896,0.16377282476188493,0.8022222222222223,0.18653434463496274,0.7222222222222222,3.0556278800964356,1.3802854421796884,0.18911181168052124,0.18081213262398965,0.7866666666666666,0.22787911025122265,0.6666666666666666,4.551248724460602,1.856910744631982
A0A927MND6,0.12365000548929639,0.14235790653239322,0.9139999999999999,0.13507035203922435,0.9,0.9314306211471558,0.02854238257788399,0.237155853684168,0.2532852818134883,0.79,0.21667948680020452,0.5625,3.770355501174927,1.2814443880089912,0.19181772322584764,0.19929397378432448,0.8300000000000001,0.17879224442538513,0.6666666666666666,3.2506260681152344,1.8222702598181255
A0A7H0I6F1,0.12371001974579439,0.1530828437910728,0.9066666666666666,0.14654540441636357,0.8666666666666667,0.9817845869064331,0.041453125640802974,0.19204506720240003,0.18699241859604845,0.838095238095238,0.19002804423655967,0.7142857142857143,2.8743510174751283,1.091479426421231,0.14351207225301646,0.17192706883180942,0.8928571428571429,0.16276313075968366,0.7857142857142857,2.412429270744324,1.598182037482949
A0A1A2STK0,0.12449257507085405,0.18622841831916995,0.86,0.22656860623955236,0.75,0.941282377243042,0.034782019246191336,0.18026578048348826,0.1539497890160273,0.8077777777777778,0.1983418921278092,0.6666666666666666,3.8006207036972044,2.024047676877401,0.1954427064278631,0.1683265850633675,0.7987500000000001,0.1999335827218629,0.625,4.082593159675598,1.8602400622957413
A0A401YST3,0.12544986394787194,0.18621080227564865,0.8983333333333333,0.16999182986903286,0.8333333333333334,0.9234525620937347,0.04103964086894114,0.14666596038065874,0.18074349479420868,0.8677777777777778,0.1994591452335138,0.7777777777777778,2.554697015285492,0.6431310913408752,0.11913348094578759,0.13855976138218207,0.8600000000000001,0.191710566157608,0.7647058823529411,3.3063560342788696,1.9802447918339896
A0A329KUN3,0.1269024683449219,0.1315659192584885,0.8700000000000001,0.18046236911518884,0.75,0.9428122520446778,0.029120654188734118,0.1950700210340579,0.1662003790211086,0.8066666666666666,0.19652537297311568,0.7222222222222222,3.7636163210868836,1.8863836402117844,0.23802933787372157,0.1509476772013006,0.7528571428571428,0.1948782979718577,0.5714285714285714,4.212486546039582,2.032906755183651
A0AB73U621,0.1279642301046232,0.20060346873396212,0.8620000000000001,0.20850899261182956,0.7,0.9111073279380798,0.0339529522301881,0.17446427586110463,0.16957194492435418,0.8175,0.2049237663132317,0.6875,3.685998544692993,1.2033350818728192,0.20048124187489869,0.18338932091172452,0.7938461538461539,0.18963683760681835,0.6153846153846154,4.202028408050537,1.7889853673039022
A0A1B9CJD7,0.1279942920119783,0.13147208664059457,0.875,0.1714885807665727,0.75,0.9451526856422424,0.03369223455283416,0.20644619445924922,0.1643743547874079,0.7905263157894737,0.1958913147697367,0.6842105263157895,4.109652552604675,2.0352379328715937,0.2158100799932243,0.16732022426610285,0.7586666666666666,0.21571174181197358,0.6,4.699834749698639,1.6992444369656288
A0A0J6Z0M9,0.128543823735623,0.16745880275977468,0.8766666666666666,0.18363611361119092,0.75,1.0665834474563598,0.033760694638159984,0.16383784435504092,0.16308188003417054,0.818,0.2057085316655583,0.65,2.9608620405197144,0.8734591101899266,0.13858960850627963,0.13783044819984117,0.8542857142857143,0.1811753012855736,0.7857142857142857,3.2256712794303892,1.8070837604912522
A0A5N0E0J5,0.12921625948509827,0.1421739801027362,0.8933333333333334,0.17556258776351588,0.8333333333333334,0.9755640208721161,0.04254556134099754,0.246650280256757,0.1976180639969683,0.78125,0.19804907851338263,0.5625,3.7774133777618406,1.2893330845785538,0.24206215574561843,0.178664728804434,0.7906666666666667,0.1796094528569016,0.5333333333333333,5.299776453971862,1.4679027220729104
A0A1A2P0A6,0.12949837297585198,0.1709452645389339,0.8492307692307693,0.22029565931899997,0.6923076923076923,1.020668762922287,0.03937302683682561,0.188364153053116,0.21783091901074658,0.8390476190476189,0.19736127766839798,0.7142857142857143,3.4085919141769407,2.0791667931065887,0.20428824308219784,0.2274950827283003,0.8105882352941176,0.2275307500416875,0.7058823529411765,4.05614068031311,2.173543251071955
A0A7I7P449,0.13001388748708384,0.13077738283934334,0.8892307692307694,0.1413376501889951,0.8461538461538461,0.9227417254447937,0.024299942215957597,0.20116628100211323,0.1854406639232793,0.7957894736842106,0.18711988246980188,0.631578947368421,3.824866981506348,1.445382590443236,0.20537215359077385,0.16144949834981592,0.7849999999999999,0.19124591498905277,0.5625,5.282102513313293,1.400937225970169
A0AAE4UCZ3,0.1314235407321912,0.13549321417860408,0.8854545454545453,0.1722769248709043,0.8181818181818182,1.0163277566432953,0.029267140040970984,0.19563480592897667,0.18347114649025087,0.7944444444444444,0.21476659739825624,0.6111111111111112,3.959873659610748,1.6094009843047534,0.23657670678811366,0.1836009819103056,0.7542857142857143,0.22327799090929182,0.5714285714285714,4.398197345733642,1.7888221295587148
A0A7I9ZRY4,0.13153338729354624,0.14465550050728085,0.865,0.1958953802415973,0.75,0.9611744606494903,0.02786429604526722,0.19797597449124948,0.14729923920389534,0.8214285714285714,0.17557485757432612,0.7142857142857143,3.9840980529785157,1.4592953005333225,0.23615984707186002,0.16633885355892272,0.7833333333333332,0.20829999733290658,0.6666666666666666,3.1838678550720214,1.7697264028119994
A0A7I9ZCH7,0.13246764144115555,0.1410725271443422,0.8849999999999999,0.1637325054267885,0.8333333333333334,0.9079060733318329,0.028013507532797497,0.18095157443545873,0.1693781859318813,0.8266666666666667,0.186785676348292,0.6666666666666666,4.489890723228455,1.8780781412305576,0.19662533450791955,0.16260508803581497,0.8028571428571428,0.21298653785186156,0.7142857142857143,5.0261483669281,1.9170836386017354
A0A0D2EWW5,0.13426648347794076,0.2157480803447507,0.8672727272727272,0.20928844424038798,0.7272727272727273,1.137261393070221,0.03265952406664132,0.1679639693730416,0.21653503798331883,0.8411111111111111,0.20357605428080977,0.6666666666666666,4.713493552207947,1.392513582353115,0.2337932413998928,0.22538835042046393,0.7917647058823529,0.2236655931918333,0.6470588235294118,4.49273446559906,1.429687859391297
A0AB73U9A3,0.13525749802371168,0.14017329818723762,0.8879999999999999,0.15574337867145427,0.8,1.0937536001205443,0.03692864001087171,0.112165917369196,0.14316646933622826,0.8999999999999999,0.15748015748023622,0.8235294117647058,3.766976926326752,1.378935447563168,0.11216223369167017,0.11107168192784783,0.9011764705882354,0.13292555868699266,0.9411764705882353,2.6957259798049926,1.5550175117641267
A0A024JZE3,0.13552074656794724,0.15393100450460884,0.916,0.12268115856425009,0.9333333333333333,0.9285402941703796,0.03345291921127932,0.1422455405680912,0.15918688635580028,0.8780000000000001,0.17063411147833252,0.85,2.9202977633476257,1.2641104230498592,0.12340493556022726,0.14719905982066978,0.8814285714285715,0.18212464894983885,0.7857142857142857,3.3110181999206545,1.6909204846355497
A0A1Q4HNQ9,0.13783219057837204,0.127766902164956,0.88,0.1518771433319269,0.75,0.941444708108902,0.032226818118114973,0.19876212622002887,0.1777634280201321,0.7929411764705881,0.20487484575258458,0.6470588235294118,3.391215102672577,1.3545015691265057,0.201049363829269,0.20945738339643089,0.784,0.2260619384151167,0.6,3.7648868465423586,1.8487844240845803
A0A2A7NAH8,0.1386225556199492,0.14629576956502827,0.8636363636363636,0.17327186873773762,0.8181818181818182,1.0227084052562714,0.03673523611885899,0.12484753957580258,0.13643131235425843,0.8622222222222223,0.18641517450022846,0.7222222222222222,2.9056647348403932,0.9131882629499837,0.11663033214578845,0.1191414876911505,0.8917647058823529,0.15538321864563817,0.8823529411764706,3.2927852773666384,1.5006597183559975
A0A1Z4EZ40,0.1398500590335312,0.16987992698699395,0.8720000000000001,0.1889338508579127,0.8,1.1051879954338073,0.04424485029874304,0.1069873204225242,0.1447133258480638,0.92,0.12574483967894012,0.8823529411764706,3.8454993915557862,1.4232676014758534,0.14723891325341631,0.152634546123888,0.8644444444444446,0.16634042143288305,0.8333333333333334,3.86606228351593,1.7803155340127181
A0A178CV43,0.14118614843709323,0.14457347719079672,0.855,0.19716744153130353,0.75,0.9458703768253326,0.0366427813469004,0.2514260471989623,0.2317845862448241,0.7642105263157895,0.20688964232102824,0.631578947368421,5.172275440692902,1.5112899552952266,0.24156722752608245,0.21757785584988054,0.7705882352941176,0.19812267703549066,0.5882352941176471,4.9734154796600345,0.8152443020681932
A0A1A3C4T0,0.1416680266142484,0.13647314710870553,0.8583333333333334,0.17672168954476286,0.6666666666666666,0.9907618999481201,0.03338744687287418,0.1433598978334099,0.17974426325466225,0.8540000000000001,0.21138590303045282,0.75,2.515965173244476,0.8316565892692888,0.1646718720006603,0.15223455261190988,0.8188235294117647,0.18917412933874617,0.6470588235294118,2.690051009654999,1.940005167734088
L7V833,0.141999350266666,0.17219519365854977,0.8733333333333334,0.1876758434701233,0.75,0.9918635058403015,0.04107955110536425,0.13927770676959164,0.1821206257308372,0.8544444444444443,0.2094230758330085,0.7222222222222222,3.2859952592849733,1.1848239334859147,0.14657879183286782,0.14256087508851695,0.8557142857142858,0.16939869647475725,0.7857142857142857,3.0345455384254456,1.859276000361953
A0A0K0X557,0.14232877644829653,0.16398942376266656,0.8799999999999999,0.1697056274847714,0.8333333333333334,0.8390120947360993,0.029302951906933106,0.2552052601521934,0.19741022492302956,0.7400000000000001,0.2050474199897293,0.4444444444444444,3.1600595808029173,1.5185823002687826,0.20126169752557535,0.17066984119172424,0.808,0.1892863791542681,0.6666666666666666,3.7967699813842772,1.9762434924897818
A0A7K1VB93,0.14245125419520152,0.1485751792417278,0.874,0.17321662737739701,0.8,0.9662309658527374,0.02984488391873599,0.18288656819247848,0.19397703353927664,0.8223529411764706,0.2157212092920126,0.7058823529411765,3.400979619026184,1.2392274472156386,0.12943419629036856,0.1285787796538813,0.8876923076923078,0.15680236684604196,0.7692307692307693,3.2690424799919127,1.6217024415711656
A0A0U1Z2H3,0.14376402066413044,0.13171755179417594,0.883076923076923,0.16131119544268438,0.8461538461538461,0.9846155941486359,0.033477920896117376,0.27267553093920976,0.21512446560245568,0.756842105263158,0.21277743824744863,0.5263157894736842,3.6634012722969054,1.3695285655597205,0.20123287858522856,0.17855600425287557,0.8075,0.20553284409067082,0.625,3.8812475633621215,1.7202723931679995
A0A6H9YKW3,0.1439975923731926,0.23781219952675167,0.8784615384615384,0.20776636856172231,0.7692307692307693,0.8887987506389617,0.03245675448442356,0.15722848926755753,0.2171671449048948,0.8780952380952382,0.17510864784114127,0.7142857142857143,2.925387876033783,1.1792652801751307,0.16488552817422286,0.22485196632330345,0.84875,0.21919953809257903,0.75,2.728341042995453,1.414355387875013
A0A370HBB6,0.14405835248425353,0.17854268584693028,0.8699999999999999,0.1784936973677222,0.8,0.8426451635360718,0.021805180676043978,0.21238001421026237,0.20035368382326305,0.7866666666666667,0.23558909614458437,0.6666666666666666,2.89186635017395,1.35818082202522,0.1802303803936577,0.14547779426939933,0.7883333333333334,0.20727732362438706,0.6666666666666666,2.4715411865711214,1.8923883464222007
A0A426SF14,0.14455917646552893,0.16576827711042927,0.8676923076923078,0.20419273874507146,0.7692307692307693,1.0026764404773711,0.03320933698755027,0.2335676845464127,0.19396403777635307,0.8070588235294117,0.1835520348047628,0.7058823529411765,3.9937496256828307,1.2387226927275152,0.18661482797660753,0.1784049001406235,0.8257142857142858,0.1821190460626661,0.7142857142857143,4.3321955156326295,1.7785921819732322
A0A1E5P3C7,0.14504881790326338,0.1917688761074112,0.8933333333333332,0.1635712552851373,0.8333333333333334,0.945954521894455,0.0380841530104382,0.19861178574880953,0.18562394661791662,0.83,0.17866791044343194,0.7777777777777778,2.793346347808838,1.0102098136972624,0.1812294520779128,0.16527505492523545,0.8493333333333334,0.16715129540495804,0.7333333333333333,3.4474150204658507,1.8486176219679948
A0A401VU81,0.14506723943197103,0.18052283454853008,0.8745454545454545,0.18509769589271874,0.7272727272727273,0.9811248660087586,0.029428691720472445,0.20533488938136824,0.19636284783404184,0.82,0.20554225611201957,0.7142857142857143,3.876223790645599,1.7368921722629347,0.1955664937386628,0.1666749468213279,0.8189473684210525,0.190232399056968,0.6842105263157895,3.7705864334106445,1.9761465003280116
A0A1A3U7T4,0.14519032706144594,0.1884097122616864,0.8583333333333334,0.20040930339904103,0.75,1.0659702587127686,0.036506214056594696,0.28566860812061246,0.25489394718782754,0.741904761904762,0.2441626906411661,0.6190476190476191,3.2597539734840395,1.709445035481224,0.2531142825553823,0.24307603929488353,0.7666666666666666,0.24531159323965468,0.6666666666666666,4.1574783873558045,2.068187884074707
A0A1X1XH13,0.14554257073315932,0.17380844543724522,0.8254545454545454,0.22499954086270876,0.6363636363636364,1.1056137371063233,0.040977542213841124,0.25352729983670075,0.2611177847119174,0.7666666666666666,0.255255862921022,0.6111111111111112,3.163646059036255,1.5633651835648956,0.21590021952091903,0.263034984696723,0.77625,0.2650677979310199,0.625,3.591056787967682,2.218093804400958
A0A1X1XQZ1,0.1455839323092418,0.23686122981574953,0.9054545454545455,0.15773185741306414,0.8181818181818182,0.9414120435714721,0.023706136023457787,0.15894612918145767,0.21785465785311645,0.8893333333333334,0.16245888368719297,0.8,4.154653005599975,1.5029294732207,0.24311895129445207,0.21821540092552338,0.8016666666666666,0.19974289029205075,0.6666666666666666,3.564553985595703,1.683648785762907
A0A7X6M5C6,0.1457047240181326,0.15450166292535783,0.88,0.1716232660642066,0.7272727272727273,0.9581583750247955,0.03386987784746395,0.20774803297842054,0.1903168317078757,0.8305263157894737,0.1906629344435806,0.7368421052631579,3.2824176788330077,1.4749725220639083,0.16416477050020822,0.16466146104156576,0.8685714285714285,0.15394141477741935,0.7857142857142857,3.45280992269516,1.9434548461590024
A0A9X2YIQ0,0.14572084040661684,0.1600343050777829,0.8646153846153845,0.2024699554013797,0.7692307692307693,0.9776997911930084,0.031611265828731076,0.13162038106845653,0.15637941400490074,0.8670588235294118,0.18710691205776547,0.7647058823529411,2.68810781955719,1.0050631162087544,0.1315601204244942,0.16366967100318913,0.8571428571428571,0.20960604446807113,0.7857142857142857,3.204804036617279,1.2219121084192608
A0A1X1TAZ5,0.14580240536940087,0.14653232212528575,0.8733333333333332,0.1848482861399826,0.8,0.9848545551300049,0.025544898068820824,0.15637794093117774,0.1793842352173799,0.86,0.1759186414825121,0.7894736842105263,2.46604234457016,0.6058859609030528,0.12707856260943698,0.1491264178322599,0.8674999999999999,0.19504807099789528,0.75,3.122950942516327,1.5656815841556142
A0AAX1JEG7,0.14623029305224639,0.16365480781064953,0.828,0.21747643550509096,0.7,1.0541408789157867,0.05403363868605613,0.23965162419580097,0.25625652118526565,0.7766666666666666,0.24406283343980634,0.6111111111111112,3.260067207813263,1.3533494858857462,0.24400758868443168,0.22111292183072495,0.78,0.22932394921640986,0.5789473684210527,5.315152297019958,1.6352134503651825
R4MGK8,0.14635332042822408,0.15925039479528522,0.8671428571428572,0.18151853787378502,0.7857142857142857,0.9915396285057068,0.03671453291838576,0.20578456619803634,0.20600544594592338,0.8242105263157895,0.20800596624726858,0.6842105263157895,3.465614686012268,1.8019141834229269,0.24491669538228666,0.19907270590303397,0.775,0.19956202043475105,0.5625,2.9569169783592226,1.5502109770837857
A0AAC9YPU9,0.14660430898064503,0.1369334382704018,0.8723076923076923,0.17480335528173216,0.7692307692307693,0.949227694272995,0.031004394411470654,0.19313562805052456,0.1749902251367031,0.8126315789473685,0.19327760523914975,0.631578947368421,3.9844192361831663,1.876820433597014,0.19313373372842496,0.17182749089381796,0.7866666666666666,0.22326864734863444,0.6,4.20706109046936,2.028959676623452
A0A7Y9XV54,0.14695371852614159,0.1542777543777323,0.8685714285714284,0.17931843753729376,0.7857142857142857,0.9323767137527466,0.040114544210923336,0.16958508964360114,0.2108384080860731,0.8347368421052631,0.21204191296341768,0.6842105263157895,4.2242811894416805,1.4247467971835401,0.15249014145923426,0.18787658032610102,0.8614285714285714,0.18631222423115235,0.7857142857142857,4.564671368598938,1.271364053767419
A0A286MPQ6,0.1471225708377885,0.15344848609122422,0.881818181818182,0.16721342822426788,0.8181818181818182,0.9619343173503876,0.031514754964854126,0.21037783705912635,0.2249934348862692,0.8389473684210526,0.18586624327136875,0.6842105263157895,3.8244861865043642,1.6424627915495087,0.16348501876844315,0.15251519301321648,0.8875,0.13506942659240098,0.875,2.5457055807113647,1.3827399529606257
A0A7U5MR51,0.14718668243144933,0.1359812571544277,0.8707692307692307,0.1657830620679901,0.7692307692307693,0.9658831572532653,0.028335432588431186,0.2066087889281126,0.1956195364571112,0.7877777777777779,0.20786094592180168,0.6111111111111112,3.2258874940872193,1.3149415281849937,0.2402951682726955,0.18322589276666879,0.7453333333333333,0.20297345201336606,0.5333333333333333,4.750946772098541,1.8928548253598805
A0A918CWM2,0.14723323429994534,0.17349809641294536,0.8492307692307691,0.2092647031305838,0.6923076923076923,1.0032202470302582,0.02629761055094944,0.24985511620074904,0.248198404084326,0.7711111111111111,0.21911156186566214,0.5,3.8795007634162904,1.5073346469411106,0.22650182645462938,0.2008864136320822,0.7957142857142857,0.20426573328857284,0.5714285714285714,3.681259572505951,1.9650276385138314
A0A7I7PH49,0.14739620865395475,0.1625516904873312,0.916,0.11620671237067161,0.9,1.0412308144569398,0.02639604776548588,0.18911682038898026,0.1406497318911743,0.7966666666666667,0.19756855350316593,0.6111111111111112,3.4724136924743654,1.1160681815670208,0.17468454939468614,0.14738216290261694,0.831764705882353,0.1848444590688152,0.7058823529411765,5.119218864440918,1.6765994679883798
A0A378WN66,0.1487579022641636,0.20816436353582143,0.8822222222222221,0.21280025990887314,0.8888888888888888,1.0436495351791382,0.035171713194946067,0.17013660706021436,0.1732237918032239,0.8452631578947369,0.1957272113790983,0.7368421052631579,3.4034388399124147,1.1575626273173285,0.18622999556405057,0.1759953993829165,0.8285714285714285,0.19297879760878034,0.7142857142857143,3.751110897064209,1.899420976894687
A0A1Y2NRV5,0.14899401542954932,0.17295999476504423,0.874,0.16614451540752104,0.8,0.9733613181114197,0.03499925279452019,0.19519415927986178,0.2266468374472711,0.8433333333333333,0.20464060637561104,0.7222222222222222,3.805581603050232,1.6062584797032409,0.13802208503429603,0.1613878026363941,0.8773333333333332,0.16778822631188664,0.8666666666666667,2.654254825115204,1.559998410400362
A0A846VZQ1,0.1490009394182127,0.15472024751624117,0.88,0.1606237840420901,0.8333333333333334,0.9780605268478394,0.03860927729000741,0.23361988964935537,0.1766692743663886,0.7835294117647059,0.1897658363993895,0.6470588235294118,4.080209939479828,1.680805722570403,0.15511178256559496,0.14414415133900324,0.8523076923076923,0.17690300889530686,0.7692307692307693,4.1661160683631895,1.8355461676324918
