uniprot_id	nac_fraction_holo	nac_holo_idxs	n_confident_models	prmsd_mean	prmsd_std	nac_fraction_apo	nac_apo_idxs
A0A829HWH3	0.3225806451612903	6;7;10;12;14;16;17;19;22;29	31	2.723098567724228	0.9508582055269325	0.61	2;3;4;5;6;7;9;10;12;13;14;15;17;18;21;23;24;27;28;29;30;32;36;37;38;40;42;43;44;46;47;49;50;51;52;54;55;56;57;58;59;61;63;64;65;66;69;71;74;75;77;81;82;83;84;87;90;93;96;97;99
A0A846XPH2	0.3111111111111111	3;4;6;9;15;17;26;29;30;31;35;41;42;43	45	2.4644015622138977	1.1657516114236124	0.65	1;2;4;6;7;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;28;31;32;34;35;38;40;42;44;50;51;52;53;55;58;59;60;61;62;63;65;66;67;68;70;71;75;76;78;79;82;84;85;86;87;89;91;93;94;95;96;99;100
A0A3S4RS92	0.4634146341463415	1;4;5;6;8;11;13;16;20;22;23;25;26;32;33;34;39;40;41	41	2.62806493639946	1.137204586035525	0.77	2;3;4;5;6;7;8;9;12;13;14;15;16;17;18;21;22;23;24;25;26;28;29;30;32;33;34;35;36;37;38;40;41;43;44;45;46;47;48;49;50;51;53;54;55;57;58;59;61;62;63;64;65;66;68;70;71;72;73;74;75;77;78;80;81;82;83;84;85;87;88;89;90;91;97;98;99
A0A179V396	0.40540540540540543	6;7;8;10;14;19;21;24;28;29;30;31;32;33;36	37	2.5407185637950898	0.9291199352805749	0.64	1;2;3;5;6;7;9;11;13;15;16;17;19;21;22;24;25;27;29;30;32;34;35;37;38;42;45;47;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;65;66;67;69;71;72;73;74;75;77;81;82;84;87;88;89;91;93;95;96;98
A0A1G6PJB6	0.29508196721311475	4;8;17;21;24;25;26;33;34;35;39;42;49;50;57;58;60;61	61	2.0704691082239153	1.1616102511611557	0.54	1;2;3;6;7;8;12;15;17;19;20;22;23;26;27;28;29;31;32;34;37;39;41;42;43;44;46;48;49;50;51;52;53;54;56;63;65;67;68;69;73;75;76;78;79;80;84;85;87;88;93;94;98;99
A0AAC9YL18	0.3076923076923077	1;5;8;12;14;17;18;30;32;34;37;39	39	2.693749316930771	1.1283451348151534	0.67	1;2;3;4;5;6;7;8;10;12;14;15;16;17;19;20;22;23;25;26;27;29;30;31;32;33;34;35;36;37;39;40;42;44;45;47;48;49;50;51;52;54;57;58;59;60;61;63;64;66;68;71;72;76;77;78;79;81;84;86;87;90;91;93;94;96;97
A0A7I7LJC3	0.3	6;8;9;11;13;15;18;21;27;30;36;39;41;42;43	50	2.4211780351400374	1.3655860646277649	0.5	3;5;7;8;9;10;11;12;15;16;19;21;23;24;25;28;30;32;35;36;37;40;41;42;43;44;45;47;52;53;54;56;59;64;65;66;68;69;72;75;79;80;85;86;87;89;90;95;98;100
A0A7I7Q331	0.3392857142857143	9;10;12;13;14;15;16;19;23;24;26;33;38;40;41;45;46;47;52	56	2.1704480040073393	1.0235433056410739	0.85	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;30;31;32;33;34;36;38;39;41;43;45;46;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;74;75;76;77;78;81;82;83;84;85;86;87;88;90;91;92;94;95;96;99;100
A0A829MDQ7	0.3488372093023256	2;4;6;12;14;18;20;21;22;23;26;30;31;36;41	43	2.4389197099208832	0.9659926480752768	0.67	1;3;4;5;6;8;9;10;12;13;14;15;19;21;22;23;24;26;27;28;29;30;31;32;33;39;40;43;44;46;47;48;49;50;52;54;55;56;57;58;59;60;64;65;66;67;68;69;71;72;73;74;75;77;81;83;84;85;87;88;89;90;91;92;96;98;100
A0A1X1ZAJ3	0.46875	3;4;6;7;9;11;13;15;21;22;24;26;27;28;31	32	2.6581040668487548	1.0040183408626535	0.97	1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;94;95;96;97;98;99;100
A0AAI8U017	0.2926829268292683	2;6;7;9;11;18;21;23;28;30;31;40	41	2.783761075735092	1.3083970029312981	0.8	1;2;3;4;5;6;7;9;10;11;12;13;15;16;17;18;19;20;21;22;23;27;28;29;30;32;34;35;36;38;39;40;41;42;43;44;46;48;49;51;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;75;76;78;79;82;83;84;85;86;87;90;91;92;93;94;95;96;98;99;100
A0AAD1I1H5	0.34210526315789475	2;5;10;11;16;17;26;27;28;30;31;34;35	38	2.777780269384384	1.241691741662551	0.75	1;2;3;4;5;6;7;8;9;10;12;14;15;16;17;18;19;20;21;22;23;24;25;26;29;30;31;32;33;34;35;36;38;39;40;41;43;46;48;50;52;53;54;55;56;57;58;59;60;64;65;66;68;69;70;73;74;75;76;79;81;82;83;86;87;89;90;91;92;93;95;96;97;98;99
A0AA91M3B5	0.3090909090909091	6;14;19;21;22;25;27;28;30;34;42;45;48;50;52;54;55	55	2.194375379681587	1.1629748427400821	0.85	1;2;3;4;5;6;7;8;10;11;13;14;15;16;17;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;36;37;38;39;40;43;44;46;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;65;66;67;68;69;70;72;73;74;75;76;77;78;80;81;82;83;84;85;86;87;88;89;90;92;95;96;97;98;99;100
A0A1E3RBW0	0.35714285714285715	3;4;5;6;10;11;13;14;17;21;24;31;32;33;37;39;42;46;47;50	56	2.303299291729927	1.2608054685328425	0.7	2;6;7;8;9;10;11;12;13;14;15;17;18;19;20;21;22;23;24;27;28;29;30;31;32;33;34;36;37;38;39;41;43;46;47;48;49;50;51;52;53;54;56;57;58;59;60;61;62;63;64;66;68;70;75;77;78;80;82;83;84;85;86;87;89;90;94;95;96;100
A0A6G3SLA6	0.2777777777777778	7;10;18;19;26;28;32;34;35;38;39;44;46;53;54	54	2.309188284277916	1.1037678665315729	0.82	1;2;3;4;5;6;7;8;9;10;11;13;16;17;18;19;20;21;22;24;25;26;27;29;31;32;33;34;35;36;37;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;56;59;61;62;63;64;65;66;67;68;69;72;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;94;95;97;98;99;100
A0A1S1L7L3	0.3170731707317073	1;7;10;11;12;13;14;15;19;22;26;31;36	41	2.566174417734146	1.0291571032557978	0.84	1;2;3;4;5;7;8;9;10;11;12;13;14;15;16;17;19;20;22;23;24;26;27;28;29;30;31;32;34;35;36;37;38;40;42;43;47;48;49;50;51;52;54;55;57;58;59;61;62;63;64;65;66;67;68;69;70;71;72;73;75;76;77;78;79;80;81;82;83;85;86;87;88;89;90;91;93;94;95;96;97;98;99;100
A0A5J5JW77	0.36666666666666664	3;4;5;7;11;14;16;22;23;25;29	30	2.6556228053569795	0.9194700375706264	1.0	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A1Z4EZ40	0.3076923076923077	6;8;15;21;22;28;33;38;39;41;43;44;46;49;50;52	52	2.371491650938988	1.1546904445983317	0.73	1;2;3;5;6;7;8;9;11;12;13;14;16;17;18;19;20;21;22;23;25;26;27;29;30;31;33;34;38;39;40;41;43;44;45;46;47;49;50;51;53;54;56;57;58;59;60;64;65;66;67;69;70;71;72;73;74;77;80;82;83;87;88;89;91;92;93;94;95;96;97;99;100
A0A1X1U567	0.41935483870967744	3;9;10;11;16;17;18;19;20;24;25;30;31	31	2.871984043121338	1.120673886343539	0.65	1;3;4;5;6;7;8;9;10;11;13;14;15;18;19;20;22;23;24;25;26;27;29;30;31;33;34;36;38;41;43;48;49;50;51;54;55;57;58;60;61;62;63;64;65;66;67;69;71;73;75;76;77;78;85;88;89;90;91;92;93;94;95;96;97
A0A1G6K7R0	0.3333333333333333	4;8;9;10;11;12;13;14;17;28	30	2.823678607940674	1.0355195191827147	0.95	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;62;63;64;65;66;67;68;69;70;71;72;73;74;75;77;78;79;80;81;82;83;84;85;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A1E3SV84	0.5454545454545454	2;4;6;11;12;13;14;15;20;22;24;26;28;29;30;31;32;33	33	2.979155704975128	1.3156360889356753	0.88	1;2;3;5;6;7;9;10;11;12;13;14;15;16;17;18;19;20;21;22;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;48;49;50;51;52;53;55;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;79;80;81;82;83;84;86;87;88;89;90;92;94;95;96;98;99;100
A0AA91EXD2	0.3548387096774194	2;3;8;10;13;14;19;20;27;28;31	31	2.996434026360512	1.2064698520855335	0.73	1;2;3;4;5;6;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;28;29;30;31;32;33;34;36;37;38;41;42;43;45;47;51;52;54;56;57;58;59;60;61;62;65;66;67;68;69;71;73;75;76;77;79;81;82;84;85;86;89;90;92;93;95;96;97;98;99;100
A0A0U0ZG49	0.42424242424242425	3;5;9;10;11;12;16;17;21;27;28;29;30;33	33	2.7274953365325927	1.0409139924944102	0.75	1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22;23;24;26;27;31;32;34;36;37;38;43;44;45;46;47;49;51;53;54;56;57;58;59;61;62;63;65;67;68;69;72;73;74;75;76;77;78;79;82;83;84;85;86;87;88;89;91;92;94;96;97;98;99;100
A0A163Z098	0.2926829268292683	3;6;9;10;17;25;27;28;29;30;38;40	41	2.4929085516929628	0.9712303555772003	0.93	1;2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;75;76;77;78;79;80;81;82;85;86;87;88;89;90;91;92;93;94;95;96;97;99;100
A0A1X1WD57	0.35	1;5;6;11;12;15;16;18;19;24;27;30;31;34;39;46;51;53;57;59;60	60	2.2343871092796324	1.294747045124318	0.76	1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22;23;24;27;29;30;31;32;34;35;36;37;38;40;41;42;43;45;46;47;48;49;50;51;53;55;57;59;61;62;63;64;65;66;67;68;69;70;71;73;74;75;77;78;79;80;83;84;86;87;88;89;90;96;98;100
V5XIA1	0.42857142857142855	5;6;9;11;14;17;18;19;21;22;23;30;32;33;35	35	2.717872703075409	1.2271312446881528	0.67	1;3;4;5;6;7;8;9;10;13;16;17;18;19;20;21;22;23;24;25;26;28;29;31;32;34;35;38;39;41;42;43;44;45;46;47;48;49;50;52;54;55;56;57;58;60;62;63;65;66;68;70;71;72;76;77;78;80;81;82;83;87;88;94;96;98;100
A0AAU4K3W1	0.4444444444444444	5;7;8;9;12;13;15;16;17;18;19;20;25;27;28;31;33;34;38;44	45	2.358506218791008	1.0510394272247359	0.96	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;81;82;83;84;85;86;87;89;90;91;92;93;94;95;96;98;99;100
A0A7I7UBW3	0.43137254901960786	5;7;14;18;21;22;23;26;27;28;30;32;33;34;35;36;37;40;41;42;48;51	51	2.4329448825120927	1.2336205869731138	0.68	1;3;5;6;7;8;9;12;13;14;15;16;17;19;20;21;22;23;24;27;28;29;30;31;34;35;36;38;39;41;42;43;45;46;47;48;49;50;51;54;55;56;57;59;60;61;62;63;69;71;73;75;76;77;78;79;80;81;85;87;88;90;91;94;96;97;99;100
A0A975JWU9	0.32558139534883723	2;9;14;17;18;19;22;23;31;33;34;37;39;40	43	2.6157915699481964	1.2113014311507981	0.66	2;3;4;5;7;9;10;11;13;14;15;16;17;19;21;24;25;26;27;28;29;30;31;32;33;34;35;39;40;41;42;43;44;45;46;50;51;53;55;56;58;59;61;66;67;69;70;72;73;74;75;76;79;80;81;84;85;88;89;91;93;94;95;96;97;99
A0A6G9XT36	0.3275862068965517	1;2;3;4;8;13;23;29;32;34;36;38;40;41;52;53;56;57;58	58	2.1269995373487474	1.2014676757226554	0.85	1;2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;43;44;45;46;47;48;49;51;52;53;56;57;58;59;60;61;62;63;64;65;66;67;69;70;71;72;73;74;75;76;77;78;79;80;82;83;84;85;86;88;89;90;92;93;96;97;98;100
A0A4R7IZC0	0.4117647058823529	3;5;7;8;9;10;20;21;23;24;25;27;28;30	34	2.866265128850937	1.2856341202878514	0.71	1;2;3;4;5;6;7;8;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;30;32;33;35;36;38;41;42;44;45;47;48;50;51;52;54;56;57;58;62;63;64;65;66;68;69;71;72;73;74;76;80;82;83;84;85;87;88;89;91;92;93;96;97;99;100
A0A7V8RXZ3	0.4090909090909091	1;3;6;10;12;14;15;21;25;26;32;33;36;37;38;39;42;43	44	2.6382799792289733	1.151851841490236	0.78	1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;18;19;20;21;23;24;26;27;28;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;51;52;53;54;55;56;57;58;60;61;64;66;69;70;71;72;73;74;75;76;77;78;80;81;82;84;85;86;87;88;90;91;96;99;100
A0A4Z0HRY8	0.325	1;10;11;12;15;18;20;22;24;27;32;35;38	40	2.774001675248146	1.2877701732999962	0.91	1;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;30;31;32;33;34;35;36;37;39;40;41;42;43;44;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;88;89;90;91;92;93;94;95;96;97;98;99
A0A1A2EVY2	0.37777777777777777	3;4;5;7;8;11;17;18;20;27;30;34;36;38;39;41;45	45	2.5960557115077973	1.1980453805091884	0.92	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;30;31;32;33;34;35;37;38;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;65;66;67;68;69;71;72;73;74;75;76;77;79;80;81;82;83;84;85;86;87;89;90;91;92;93;94;95;96;97;98;99;100
A0A7I7X9S2	0.34615384615384615	2;3;4;5;9;10;11;14;17;18;20;22;23;25;27;29;51;52	52	2.2712796258926393	1.3504288975202856	0.75	1;2;3;4;5;6;7;10;11;12;13;14;15;16;18;19;20;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;47;48;50;51;52;54;57;59;60;61;62;63;65;66;68;69;70;71;73;75;76;77;78;79;82;85;86;87;88;89;90;91;93;98;99;100
E5XP76	0.35714285714285715	3;10;12;13;14;15;16;19;22;23;29;31;38;39;42	42	2.551356498003006	1.089318556807718	0.85	1;2;3;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;41;42;43;44;46;47;48;49;50;51;52;53;55;56;57;58;59;61;62;63;65;67;69;70;72;73;74;75;76;77;78;79;80;82;83;84;85;86;87;89;90;91;92;93;94;95;96;97;98;99;100
A0AB38CZ04	0.4	3;4;5;11;12;13;16;18;19;21;23;25;31;35;36;40;44;46;47;48;49;50	55	2.3269416093826294	1.1137408438528997	0.87	1;2;3;4;5;7;8;9;10;11;12;13;16;17;18;19;20;21;22;23;24;26;27;28;29;30;33;34;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;76;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;94;96;98;99;100
A0AB73LM64	0.34285714285714286	4;7;10;14;22;24;26;27;28;31;32;35	35	2.828009567260742	1.2562163859441604	0.79	1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;20;21;22;23;25;26;27;28;29;30;31;32;33;35;37;38;39;41;44;46;48;49;50;51;52;53;54;55;56;57;58;59;61;62;63;66;67;69;70;71;72;73;74;75;76;77;80;81;82;83;84;87;88;89;90;94;95;96;97;98;99;100
A0A7I9XMW5	0.27419354838709675	3;10;13;14;16;17;18;19;22;26;29;31;41;42;43;47;61	62	1.9805345970392227	1.1244948603300717	0.89	1;2;3;4;5;6;7;8;9;10;11;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35;36;37;39;40;41;42;43;44;45;46;47;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;65;66;67;69;70;71;73;74;75;76;77;78;79;80;81;83;84;85;86;87;88;89;91;92;93;95;96;97;98;99;100
A0A1Y2NRV5	0.41025641025641024	2;4;6;8;12;13;20;22;23;24;28;29;32;33;34;37	39	2.6339094817638395	1.0900673274399801	0.9	1;2;3;4;5;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;64;65;66;68;69;70;71;72;73;74;75;77;78;79;80;81;83;84;86;87;88;89;90;91;93;94;95;96;97;98;99;100
A0A0U1E1C0	0.4230769230769231	1;5;7;9;11;12;15;18;20;22;24;30;32;34;35;36;39;41;43;45;48;52	52	2.4674711072444917	1.2715204685754675	0.82	1;3;4;5;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;30;32;34;35;37;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;70;71;73;74;76;77;79;80;81;82;83;86;87;89;93;94;95;97;98;99;100
A0A1A2DP38	0.43478260869565216	1;4;5;6;7;9;10;15;16;17;21;23;24;27;29;31;34;35;40;45	46	2.65871430516243	1.356714623514803	0.77	1;2;3;4;5;6;7;8;10;12;13;14;15;16;17;18;19;21;22;24;25;26;27;28;29;30;31;32;33;34;36;37;38;40;41;42;43;44;45;46;47;50;52;53;54;55;56;57;58;59;60;61;62;65;66;67;69;70;71;72;73;76;77;80;81;82;83;86;87;88;89;92;94;95;97;98;100
A0A0J8TWL2	0.4	3;4;5;7;8;13;17;18;22;24;25;27;31;33;35;37	40	2.6699589562416075	1.1072643403045357	0.59	1;2;4;5;6;7;8;9;10;11;13;15;16;17;18;19;22;24;25;26;27;28;29;31;32;34;35;36;37;39;40;41;47;49;53;55;57;58;59;60;61;63;65;66;67;68;70;72;73;74;77;84;85;87;88;91;93;95;100
A0A0F5NA60	0.32653061224489793	7;10;14;15;19;20;21;24;25;29;30;35;38;40;45;48	49	2.42831326007843	1.1127138586310625	0.73	1;2;3;4;5;6;7;9;11;12;13;15;16;18;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;37;38;39;40;41;42;43;46;47;48;50;51;53;54;55;57;59;60;61;62;63;65;66;67;68;71;73;75;77;78;79;80;81;82;83;85;86;87;88;92;93;97;99;100
F5YUX6	0.3684210526315789	8;12;13;14;18;19;20;21;22;26;31;32;35;38	38	2.7757732248306275	1.1548329340681496	0.94	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;55;56;57;58;59;60;61;62;63;65;66;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;91;92;93;94;95;96;97;99;100
A0A1V3WG34	0.5128205128205128	1;3;4;6;10;13;16;17;19;20;22;25;27;28;30;32;33;35;37;38	39	2.688448739051819	1.0455877779023584	0.78	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;25;26;28;29;30;31;34;36;37;38;39;40;41;44;45;46;48;51;52;53;54;55;56;57;58;60;61;63;64;66;68;69;70;71;72;73;74;75;77;78;79;82;83;84;85;86;88;89;90;92;93;94;95;97;99;100
A0A1B8SKL4	0.29545454545454547	2;4;6;8;17;19;21;23;25;27;31;42;43	44	2.727367494106293	1.2661593822536394	0.82	1;2;3;4;5;6;7;8;9;10;11;12;13;15;16;17;18;19;20;21;23;24;26;27;28;29;30;31;33;34;35;36;37;38;39;40;41;43;44;45;46;47;50;51;52;53;54;55;57;58;60;61;62;63;65;67;69;71;72;73;74;75;77;78;79;80;82;83;85;86;87;88;89;90;91;92;93;94;96;97;98;100
A0A4R1FSR2	0.30612244897959184	2;3;5;21;23;26;27;28;30;33;39;40;45;47;49	49	2.33202078640461	1.2699470313588894	0.63	1;2;7;8;10;11;13;14;15;17;18;19;21;22;24;25;26;27;28;30;31;33;34;35;37;39;40;41;42;45;50;51;52;54;55;56;57;58;60;61;63;64;65;66;68;72;73;76;77;79;80;81;82;84;85;87;89;90;91;92;94;96;97
K0EY54	0.4791666666666667	5;8;11;12;13;14;16;18;19;20;22;25;29;31;32;34;35;37;38;39;43;45;46	48	2.4017104578018187	1.0968043288615363	0.95	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;85;86;87;88;89;90;92;93;94;95;96;98;99;100
