uniprot_id	nac_fraction_holo	nac_holo_idxs	n_confident_models	prmsd_mean	prmsd_std	nac_fraction_apo	nac_apo_idxs
A0A1W9YPH5	0.42857142857142855	2;5;6;9;10;12;13;15;18;19;20;22;23;25;26;30;31;32;36;40;41;42;46;54	56	2.2599529260396958	1.3703197698927416	0.83	1;2;3;5;6;7;8;9;10;12;13;17;18;19;20;21;22;23;24;25;26;27;28;29;30;32;34;38;39;40;41;44;45;46;47;48;49;50;51;52;53;54;55;56;58;59;60;61;62;63;64;65;67;69;70;71;72;73;74;75;76;77;78;79;80;81;83;84;85;86;87;88;89;90;91;92;93;94;95;97;98;99;100
A0A1X1U567	0.3939393939393939	6;10;11;13;14;15;17;18;19;28;29;30;31	33	2.755575439929962	0.9859800073113867	0.67	1;3;4;5;6;7;8;9;10;11;13;14;15;18;19;20;22;23;24;25;26;27;29;30;31;33;34;36;38;41;42;43;46;48;49;50;51;54;55;57;58;60;61;62;63;64;65;66;67;69;71;73;75;76;77;78;85;88;89;90;91;92;93;94;95;96;97
A0A1X1WD57	0.44680851063829785	3;4;7;9;12;14;17;19;21;24;25;27;33;34;36;38;41;43;44;45;46	47	2.557641192674637	1.399606064779915	0.63	1;2;3;4;5;6;7;8;10;11;12;14;15;17;18;19;20;21;22;24;27;30;31;32;36;37;38;40;41;42;43;45;46;47;48;49;50;51;53;55;57;61;63;64;66;67;69;70;71;74;75;77;78;79;80;83;84;87;88;89;90;98;100
A0A1X1ZAJ3	0.3170731707317073	3;8;12;13;16;23;24;25;28;30;31;33;34	41	2.650213967561722	1.0567167682052558	0.97	1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;94;95;96;97;98;99;100
A0A1Y5PCF7	0.32	2;3;10;12;17;20;22;25;29;33;35;39;40;43;47;48	50	2.410440157055855	1.209445305305696	0.83	1;2;3;5;6;7;8;10;11;12;13;14;16;17;18;19;20;21;22;23;24;26;28;29;30;31;32;33;34;35;36;37;39;40;41;42;44;45;46;47;48;49;51;52;53;54;55;56;57;58;59;61;62;64;65;67;68;69;70;71;72;73;74;76;78;79;81;82;83;84;85;87;88;89;90;92;94;95;96;97;98;99;100
A0A318K9K9	0.36363636363636365	4;7;8;11;12;14;15;16;18;22;25;26;34;35;43;44	44	2.6612970280647277	1.4360540897746659	0.86	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;27;28;29;30;31;32;35;36;37;38;40;41;42;43;45;46;47;48;49;50;51;53;54;55;56;57;60;61;62;63;64;65;67;68;69;70;71;72;73;75;77;78;79;80;81;82;83;84;86;87;88;89;90;91;92;94;95;96;97;98;99
A0A3S4RS92	0.4186046511627907	6;7;11;12;14;16;19;22;23;24;25;29;31;32;38;41;42;43	43	2.7001543474197387	1.275068571307951	0.72	2;3;4;5;6;7;8;9;12;13;14;15;16;17;18;21;22;23;24;25;26;28;29;30;32;33;34;35;36;37;38;40;41;43;44;45;46;47;48;50;51;53;54;55;58;59;61;62;63;64;65;66;68;70;72;73;74;75;77;78;80;81;82;83;85;87;89;90;91;97;98;99
A0A498PZU2	0.36363636363636365	2;4;5;9;10;14;16;20;23;30;32;33	33	2.811769255399704	1.1668605434025394	0.75	1;2;3;6;7;8;9;11;12;13;14;15;17;18;19;21;22;23;24;25;26;28;29;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;47;48;50;51;52;54;55;56;57;59;60;62;63;64;65;66;67;68;69;70;71;73;74;75;76;77;78;82;83;84;89;90;91;92;93;95;100
A0A4Z0HRY8	0.3584905660377358	5;8;14;16;18;21;23;24;25;26;27;28;32;34;35;39;41;43;46	53	2.3568506872653963	1.0818516821652826	0.91	1;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;27;28;29;30;31;32;33;34;35;36;37;39;40;41;42;43;44;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;88;89;90;91;92;93;94;95;96;97;98;99
A0A502EC16	0.3090909090909091	7;8;12;14;19;21;22;26;31;32;36;46;47;48;49;51;55	55	2.3630460822582244	1.27165416610563	0.63	1;2;3;4;6;7;8;10;11;13;15;16;17;20;21;23;24;25;26;29;31;34;35;38;39;40;41;42;43;44;48;49;50;52;53;54;56;58;59;60;63;64;65;67;69;70;71;72;73;74;76;79;80;82;84;86;87;89;90;91;92;93;97
A0A6G3SLA6	0.2926829268292683	4;11;13;15;17;32;33;35;38;39;40;41	41	2.5861954987049103	1.1278050335333154	0.82	1;2;3;4;5;6;7;8;9;10;11;13;16;17;18;19;20;21;22;24;25;26;27;29;31;32;33;34;35;36;37;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;56;59;61;62;63;64;65;66;67;68;69;72;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;94;95;97;98;99;100
A0A6G9XT36	0.4897959183673469	1;2;4;6;9;10;12;13;15;20;21;23;24;31;33;34;38;39;41;42;43;44;45;47	49	2.2940014666318893	1.281901328578689	0.97	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;92;93;95;96;97;98;99;100
A0A7I7JNU6	0.42424242424242425	2;6;7;8;11;12;13;19;21;22;23;30;31;33	33	2.9008459854125976	1.2698115820088913	0.87	1;3;4;5;6;7;8;9;10;12;14;15;16;17;19;20;21;23;24;25;26;27;29;30;31;32;33;34;35;36;37;40;41;42;43;44;45;46;47;48;49;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;70;71;72;73;74;75;76;77;78;80;81;82;83;84;85;86;87;88;89;90;91;92;94;95;96;97;98;99;100
A0A7I7Q331	0.37254901960784315	2;4;5;7;8;9;10;11;16;17;20;24;26;28;30;41;42;43;51	51	2.4824146109819414	1.2424040580362425	0.85	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;30;31;32;33;34;36;38;39;41;43;45;46;47;48;49;50;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;74;75;76;77;78;81;82;83;84;85;86;87;88;90;91;92;94;95;96;99;100
A0A7I7UBW3	0.391304347826087	1;2;14;15;18;19;22;23;26;27;30;32;35;37;39;41;44;45	46	2.6769869709014893	1.2881144278627181	0.68	1;3;5;6;7;8;9;12;13;14;15;16;17;19;20;21;22;23;24;27;28;29;30;31;34;35;36;38;39;41;42;43;45;46;47;48;49;50;51;54;55;56;57;59;60;61;62;63;69;71;73;75;76;77;78;79;80;81;85;87;88;90;91;94;96;97;99;100
A0A7I7X9S2	0.2857142857142857	6;8;15;19;23;29;30;41;42;43;45;46;47;49;54;55	56	2.2403099966049194	1.3783860060874873	0.75	1;2;3;4;5;6;7;10;11;12;13;14;15;16;18;19;20;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;45;47;48;50;51;52;54;57;59;60;61;62;63;65;66;68;69;70;71;73;75;76;77;78;79;82;85;86;87;88;89;90;91;93;98;99;100
A0A7I9XMW5	0.28	3;5;9;15;16;17;21;26;32;38;39;41;45;48	50	2.321699616312981	1.2734002051298587	0.89	1;2;3;4;5;6;7;8;9;10;11;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;33;34;35;36;37;39;40;41;42;43;44;45;46;47;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;65;66;67;69;70;71;73;74;75;76;77;78;79;80;81;83;84;85;86;87;88;89;91;92;93;95;96;97;98;99;100
A0A7K3LE40	0.5111111111111111	7;8;9;11;12;14;15;17;18;19;20;22;23;25;26;28;29;33;35;36;40;41;44	45	2.552977236509323	1.1931548522111806	0.85	1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;24;26;27;28;29;30;32;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;55;56;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;82;83;84;85;86;87;88;89;92;93;94;95;96;97;98;99;100
A0A7V8RXZ3	0.3902439024390244	1;4;6;11;12;17;18;21;22;24;29;31;35;38;40;41	41	2.639014152288437	1.123065812307616	0.78	1;2;3;4;6;7;8;9;10;11;12;13;14;15;16;18;19;20;21;23;24;26;27;28;30;31;32;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;51;52;53;54;55;56;57;58;60;61;64;66;69;70;71;72;73;74;75;76;77;78;80;81;82;84;85;86;87;88;90;91;96;99;100
A0A7Z0IKF1	0.41025641025641024	6;7;9;10;11;13;14;15;22;23;26;28;29;31;32;37	39	2.773088607788086	1.1227084466599706	0.73	2;3;4;6;7;8;9;10;11;14;15;16;20;21;22;23;24;25;26;27;28;30;31;32;35;36;37;38;39;41;42;43;45;46;48;51;52;53;54;56;57;58;60;61;62;63;64;65;66;67;68;71;73;74;75;76;77;78;79;82;83;84;86;88;89;92;93;94;95;96;97;98;99
A0A829MDQ7	0.4716981132075472	1;5;6;8;9;10;11;12;18;19;20;22;23;24;26;30;31;36;39;40;41;43;45;46;50	53	2.377728749513626	1.102561210027768	0.67	1;3;4;5;6;8;9;10;12;13;14;15;19;21;22;23;24;26;27;28;29;30;31;32;33;39;40;43;44;46;47;48;49;50;52;54;55;56;57;58;59;60;64;65;66;67;68;69;71;72;73;74;75;77;81;83;84;85;87;88;89;90;91;92;96;98;100
A0A829Q1V2	0.5625	1;6;8;9;10;12;14;15;16;20;24;25;26;27;28;29;30;32	32	2.8862762677669527	1.1795230059695643	0.85	1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;22;23;24;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;49;50;51;52;53;54;56;57;58;59;61;62;64;65;67;68;70;72;73;75;78;79;80;81;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
A0A846XPH2	0.39215686274509803	4;9;12;15;16;18;20;25;31;36;38;39;40;41;42;43;45;46;47;49	51	2.4580046010017393	1.2544541410279682	0.65	1;2;4;6;7;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;28;31;32;34;35;38;40;42;44;50;51;52;53;55;58;59;60;61;62;63;65;66;67;68;70;71;75;76;78;79;82;84;85;86;87;89;91;93;94;95;96;99;100
A0A8E2LPD0	0.325	9;10;11;13;16;24;25;30;31;32;34;39;40	40	2.562323182821274	0.9776814779055002	0.87	2;3;4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;28;29;30;31;32;33;34;35;36;37;38;39;40;41;43;44;45;46;47;48;49;50;51;52;53;55;56;57;58;59;60;61;62;63;64;65;66;69;70;71;72;74;75;76;77;78;79;80;81;82;83;84;85;88;89;90;92;93;94;97;98;99;100
A0A927MND6	0.41935483870967744	1;3;4;5;8;11;16;17;20;21;22;27;31	31	2.7066112208366393	1.1284782949314016	0.86	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;21;22;24;25;26;27;28;29;31;32;33;34;35;36;37;38;39;40;41;42;43;45;46;47;48;49;50;52;53;54;56;58;59;60;61;62;63;64;65;67;68;69;70;71;72;74;75;76;78;79;80;82;83;85;86;87;88;89;91;92;93;94;95;96;97;98;99
A0A934NT38	0.4489795918367347	4;9;10;11;14;17;19;21;22;23;24;25;26;28;29;33;35;36;40;46;47;49	49	2.2580958569049834	0.9204097141357983	0.91	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;50;52;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;84;86;87;88;89;91;92;93;95;96;98;99;100
A0AA37PJ36	0.5609756097560976	1;2;4;5;6;7;8;9;12;13;15;17;18;19;20;21;22;23;24;32;35;36;37	41	2.746389183998108	1.3041240137916557	0.72	1;2;3;4;5;7;9;10;11;12;13;14;16;17;18;19;20;21;22;24;25;27;28;32;33;34;35;36;38;39;40;41;42;44;45;48;49;50;51;52;53;54;55;56;58;59;60;61;62;63;66;67;68;69;73;74;76;77;78;81;82;83;84;85;86;87;89;92;93;95;96;98
A0AA37PRM7	0.38095238095238093	4;5;9;10;17;18;19;25;28;29;34;36;38;39;40;41	42	2.456118149757385	0.9490028490219019	0.77	2;3;4;5;7;8;9;10;11;12;13;16;17;18;20;21;22;23;25;26;27;28;30;31;32;33;34;36;37;38;39;41;42;43;44;45;46;48;49;50;51;52;53;54;55;56;57;60;62;63;64;66;67;68;69;70;71;72;74;76;77;78;79;80;83;84;85;90;91;92;93;94;95;96;97;98;100
A0AAC9YL18	0.32558139534883723	1;8;12;14;15;16;17;24;25;33;36;37;38;41	43	2.5290591752529146	1.1590515665350094	0.65	1;2;3;4;5;6;7;8;10;12;14;15;16;17;20;22;23;25;26;27;29;31;32;33;34;35;36;37;39;40;42;44;45;47;48;49;50;51;52;54;57;58;59;60;61;63;64;66;68;71;72;76;77;78;79;81;84;86;87;90;91;93;94;96;97
A0AAD1I1H5	0.38095238095238093	4;5;7;11;13;17;18;21;24;26;27;31;33;34;36;42	42	2.577406233549118	1.115526468373606	0.96	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;64;65;66;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;89;90;91;92;93;94;95;96;97;98;99;100
A0AAI8U017	0.47368421052631576	1;2;5;7;9;10;14;17;19;23;24;26;27;29;34;36;37;38	38	2.6470943760871886	1.2383353495106426	0.8	1;2;3;4;5;6;7;9;10;11;12;13;15;16;17;18;19;20;21;22;23;27;28;29;30;32;34;35;36;38;39;40;41;42;43;44;46;48;49;51;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;73;75;76;78;79;82;83;84;85;86;87;90;91;92;93;94;95;96;98;99;100
A0AAU4K3W1	0.49019607843137253	2;3;4;5;6;8;9;11;12;13;14;19;21;23;25;29;30;31;32;35;37;39;40;42;45	51	2.335629125237465	1.0256597728326344	0.96	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;81;82;83;84;85;86;87;89;90;91;92;93;94;95;96;98;99;100
A0AB38CZ04	0.37735849056603776	3;6;7;10;15;23;26;30;31;34;37;38;39;40;41;44;45;46;47;53	53	2.3148607337474822	0.9911615489103094	0.86	1;2;3;4;5;7;8;9;10;11;12;13;16;17;18;19;20;21;22;23;24;26;28;29;30;33;34;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;76;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;94;96;98;99;100
A0AB38USB2	0.3888888888888889	2;4;5;10;11;14;16;21;22;25;27;28;30;31	36	2.7351163947582244	1.0274213426433996	0.89	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;19;20;21;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;54;55;56;58;59;61;62;63;64;65;66;67;68;69;70;72;73;74;75;76;77;78;79;80;81;82;83;85;86;88;89;90;92;93;94;95;96;97;98;99;100
A0AB73U9A3	0.37209302325581395	11;12;19;20;22;23;25;26;27;30;31;34;36;40;42;43	43	2.5380878245830534	1.1230721339970748	0.69	1;3;5;6;7;8;10;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;32;35;36;38;40;45;46;48;49;50;51;52;53;55;56;58;59;61;62;63;64;65;66;67;68;71;72;73;74;75;77;78;80;81;82;83;84;85;86;87;88;89;92;95;98;99;100
E5XP76	0.38095238095238093	2;3;4;8;9;10;14;15;17;20;21;22;26;29;34;35	42	2.740772457122803	1.2575328825123226	0.85	1;2;3;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23;25;26;27;28;29;30;32;33;34;35;36;37;38;39;40;41;42;43;44;46;47;48;49;50;51;52;53;55;56;57;58;59;61;62;63;65;67;69;70;72;73;74;75;76;77;78;79;80;82;83;84;85;86;87;89;90;91;92;93;94;95;96;97;98;99;100
F5YUX6	0.40625	11;12;13;15;16;18;19;22;25;28;29;30;31	32	2.8417675614356996	1.1596726972065983	0.94	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;55;56;57;58;59;60;61;62;63;65;66;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;91;92;93;94;95;96;97;99;100
H8IU56	0.3181818181818182	1;6;7;9;13;14;15;26;27;30;31;37;38;39	44	2.587487913966179	1.1490057797315023	0.67	1;3;5;6;7;11;12;13;14;16;17;18;21;23;24;25;26;27;28;29;30;31;32;33;35;37;38;39;40;41;42;44;45;47;48;49;50;51;53;56;57;59;60;61;62;63;65;67;69;70;71;72;73;74;76;77;83;85;86;88;91;93;94;96;97;98;99
K0EY54	0.4827586206896552	2;6;9;10;11;13;14;15;16;17;20;21;22;24;25;30;34;37;40;44;45;46;47;48;50;51;52;57	58	2.2501455414295197	1.0778364816920327	0.95	1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;85;86;87;88;89;90;92;93;94;95;96;98;99;100
O69484	0.2777777777777778	5;7;15;24;26;27;28;30;31;36;40;41;42;45;54	54	2.3352526956796646	1.1743002679428125	0.73	1;2;4;5;6;7;9;10;12;14;15;16;18;19;21;22;23;24;26;27;28;30;31;34;35;36;37;38;41;42;43;44;46;47;48;49;50;52;53;54;56;57;58;59;60;61;63;64;65;66;67;68;69;71;72;73;74;75;77;78;79;80;81;84;86;88;89;90;93;94;95;98;99
V5XIA1	0.3333333333333333	1;2;3;11;12;14;16;19;28;29	30	2.787358664274216	1.1512015821292012	0.61	1;3;4;5;6;7;8;9;10;16;17;18;19;20;21;22;23;24;25;26;28;29;31;32;34;35;38;41;42;43;44;45;46;48;49;50;52;54;56;57;58;62;63;65;66;68;70;71;72;76;77;80;81;82;83;87;88;94;96;98;100
